domain,accuracy,macro_f1,loss,count
photo,0.9700598802395208,0.9659460884441776,0.093660954408303,334
art_painting,0.9365853658536586,0.9381987171703398,0.2243756070369627,410
cartoon,0.9594882729211088,0.9642422055414543,0.1459266425195787,469
