domain,accuracy,macro_f1,loss,count
photo,0.5299401197604791,0.3524424363633435,1.220237440691737,334
art_painting,0.4048780487804878,0.3167334377218844,1.6115997965742903,410
cartoon,0.3923240938166311,0.3134998280943545,1.495703573165926,469
