epoch,train_loss,train_accuracy,mean_val_macro_f1,mean_val_accuracy,mean_val_loss,classification_loss,domain_loss,domain_accuracy,mean_grl_strength,last_grl_strength,mean_alignment_ramp,mean_gradient_norm_before_clip,photo_accuracy,photo_macro_f1,photo_loss,art_painting_accuracy,art_painting_macro_f1,art_painting_loss,cartoon_accuracy,cartoon_macro_f1,cartoon_loss,method,mmd_loss,weighted_mmd_loss
3,0.292334650013041,0.999113475177305,0.9592940795062348,0.958863675737609,0.1676590975042613,0.0035828106658468,0.2887518391964283,0.8858156028368794,0.0279285882106982,0.0380765437016724,0.5004255319148936,4.25209669153741,0.9820359281437124,0.9795268187715604,0.091141719860443,0.9414634146341464,0.9413831065235668,0.2086176708704087,0.953091684434968,0.9569723132235768,0.2032179017819321,CDAN recovery,,
4,0.5163674145302874,0.999822695035461,0.9508456090647044,0.950874983093255,0.2205835509960817,0.0022253775211738,0.5141420371988986,0.7390070921985815,0.0493723690101891,0.0608989138469744,0.7004255319148935,6.321274664046917,0.9760479041916168,0.972236595832614,0.093782084144953,0.9341463414634148,0.9336011930364853,0.3116503687893472,0.9424307036247336,0.9466990383250136,0.256318200053945,CDAN recovery,,
5,0.6429767611178946,0.9950354609929078,0.944111488090676,0.94263293061285,0.2754410095647822,0.0136876873248817,0.6292890740201829,0.6658687943262411,0.072875696659315,0.084805970553009,0.9004255319148936,9.65372837553633,0.9610778443113772,0.95772622571803,0.1748443667239768,0.9243902439024392,0.926910177816862,0.3111360719291175,0.9424307036247336,0.947698060737136,0.3403425900412521,CDAN recovery,,
6,0.5938945360640262,0.9973404255319148,0.9562295404824448,0.9572911278695924,0.2418239400578115,0.0086417957756815,0.5852527392671464,0.6908687943262412,0.0878735578398833,0.0905013565452926,1.0,10.165794076310828,0.9730538922155688,0.9685257952796098,0.1480459351248596,0.9414634146341464,0.940024929642412,0.3141333467168052,0.957356076759062,0.9601378965253126,0.2632925383317699,CDAN recovery,,
7,0.6197835876586589,0.9955673758865248,0.9450159214151288,0.9478418585368136,0.3202208325068222,0.0122200312500397,0.607563557776999,0.6789007092198581,0.092462499526532,0.0941296770623398,1.0,12.509397752234277,0.9730538922155688,0.9674746576642912,0.2004130639604287,0.9195121951219511,0.9192297416523878,0.4396526135583748,0.9509594882729212,0.9483433649287074,0.3205968200016632,CDAN recovery,,
8,0.605025892688873,0.996808510638298,0.9546477068818536,0.9554657599357425,0.2662746397175899,0.0110209409927392,0.5940049517661967,0.6732269503546099,0.0953585802830393,0.0963982446435475,1.0,11.647950166337033,0.9730538922155688,0.9695322183879864,0.1688362292326362,0.948780487804878,0.9471025290757286,0.2934165470483826,0.9445628997867804,0.947308373181846,0.3365711428717509,CDAN recovery,,
9,0.6007838540888847,0.9976950354609928,0.9510346484811172,0.952739463607498,0.2676739293754006,0.0085381531937279,0.5922457031747128,0.6793439716312056,0.0971586683793508,0.0978000663160363,1.0,10.276799922293804,0.9700598802395208,0.9658838572236432,0.1920646174280836,0.9414634146341464,0.9380964859484991,0.2868092335578872,0.9466950959488272,0.9491236022712092,0.3241479371402309,CDAN recovery,,
10,0.6115221401478382,0.998581560283688,0.9543509086732296,0.95534392756948,0.2800863746070272,0.0056803964038619,0.6058417454678962,0.6690602836879432,0.098266942935128,0.0986600142910987,1.0,9.883329359013985,0.9760479041916168,0.9720739890197468,0.1700092863756972,0.9390243902439024,0.9370553921964956,0.3285934199647206,0.9509594882729212,0.9539233448034462,0.3416564174806639,CDAN recovery,,
11,0.6313782230336615,0.997517730496454,0.94721524636778,0.9472138462686672,0.2933940271730038,0.0070352139368826,0.6243430097052391,0.6578014184397163,0.0989452893376986,0.0991851957069363,1.0,9.904368739432478,0.9760479041916168,0.9713288322778008,0.1546331402757843,0.9146341463414634,0.9137476858530796,0.4205207222845496,0.9509594882729212,0.9565692209724596,0.3050282189586777,CDAN recovery,,
12,0.6362549090639074,0.997872340425532,0.9515045810249328,0.9518046231111548,0.2437807897881199,0.0058774368179672,0.630377470812899,0.673581560283688,0.0993589960460803,0.0995050552700656,1.0,8.889713200102461,0.9730538922155688,0.9694499565854028,0.1528630460139146,0.9292682926829268,0.9269674535675216,0.293025661677849,0.953091684434968,0.9580963329218738,0.2854536616725962,CDAN recovery,,
13,0.6355954886750972,0.997517730496454,0.9503181713337676,0.9513811629951392,0.2181165303454469,0.0057820294997702,0.6298134608471647,0.6715425531914894,0.0996107517261771,0.0996995401735131,1.0,8.185733091070297,0.9760479041916168,0.9720290421397244,0.1265778295796163,0.9292682926829268,0.9264700038671874,0.3078870750781966,0.9488272921108742,0.9524554679943908,0.2198846863785278,CDAN recovery,,
14,0.6323091049143609,0.999822695035461,0.9534010656037296,0.9543263672872676,0.2128782625217665,0.0015459255330689,0.630763179063797,0.6701241134751773,0.0997637494167712,0.0998176735009023,1.0,7.136382766480142,0.9760479041916168,0.9711791007241348,0.1198894687660573,0.9317073170731708,0.930773140391897,0.29832187760167,0.9552238805970148,0.9582509556951568,0.2204234411975722,CDAN recovery,,
1,0.4197275153856645,0.9904255319148936,0.9327533258520728,0.9351940250758558,0.1802916667054281,0.0318834323410168,,,,,0.1004255319148935,5.312219005759726,0.9640718562874252,0.9575583589279342,0.0898110427096218,0.8926829268292683,0.8904795251433907,0.2951191288668935,0.9488272921108742,0.9502220934848936,0.155944828539769,DAN λ=10 recovery,0.453142496372791,0.3878440827170902
2,0.8431584954261779,0.9868794326241136,0.928795901598176,0.931148540715646,0.2334512567795674,0.0625029805247632,,,,,0.3004255319148936,9.400447275283488,0.9610778443113772,0.9541700830348272,0.1322366063466329,0.8878048780487805,0.8865351795103391,0.3818163581010771,0.9445628997867804,0.9456824422493618,0.1863008058909922,DAN λ=10 recovery,0.2643188420762407,0.7806555140525737
3,1.2127160435027264,0.975177304964539,0.9182511549633582,0.9200100916270324,0.3158652066129032,0.1527704464390556,,,,,0.5004255319148936,14.88623808394087,0.9550898203592816,0.94786137012892,0.2100242005136912,0.8731707317073171,0.8720671786397641,0.486020451057248,0.9317697228144988,0.9348249161213904,0.2515509682677702,DAN λ=10 recovery,0.2127453215578769,1.059945593996251
4,1.6302117636863225,0.9650709219858156,0.9091130188444996,0.9097478141641724,0.4079571338479239,0.2484056296817799,,,,,0.7004255319148935,20.76418521150629,0.9550898203592816,0.9477025664797852,0.2982556677150155,0.848780487804878,0.8488939297369426,0.6024706259006407,0.9253731343283582,0.9307425603167708,0.3231451079281154,DAN λ=10 recovery,0.1980729209615829,1.3818061288366927
5,2.109231904719738,0.9407801418439716,0.883398621224531,0.8858788118287322,0.5394256213988474,0.3893514889034819,,,,,0.9004255319148936,28.94458041495465,0.937125748502994,0.9275969507798096,0.4268949217425135,0.8121951219512196,0.81179996025345,0.7512213009159739,0.908315565031983,0.9107989526403336,0.4401606415380547,DAN λ=10 recovery,0.1910975309128457,1.7198804145163678
6,2.389615202457347,0.9273049645390072,0.85915409846952,0.861878282023503,0.6608622938376044,0.533242186079634,,,,,1.0,35.037948275626974,0.907185628742515,0.8972076313354205,0.5455981799942291,0.7829268292682927,0.7836663274848027,0.8864179471643959,0.8955223880597015,0.8965883365883366,0.5505707543541882,DAN λ=10 recovery,0.1856373015870439,1.8563730153631657
7,2.498097903677758,0.9024822695035462,0.8292478543562746,0.8313397750756742,0.8137786133387341,0.6728134724688023,,,,,1.0,36.39551950819949,0.8832335329341318,0.8724347974788051,0.7048301782436713,0.7365853658536585,0.7370269405691291,1.0370079366172231,0.8742004264392325,0.8782818250208894,0.6994977251553078,DAN λ=10 recovery,0.1825284430321226,1.8252844318430477
8,2.6033232861376825,0.874290780141844,0.8020886987267333,0.8026853049322854,0.9546310758737095,0.8202386767306227,,,,,1.0,39.63802217524103,0.8502994011976048,0.8427059223874958,0.8574982774471809,0.7048780487804878,0.7056171353950363,1.1705844088298518,0.8528784648187633,0.8579430383976678,0.8358105413440956,DAN λ=10 recovery,0.1783084605602508,1.7830846050952345
9,2.770683790775056,0.8414893617021276,0.7831518985959081,0.7864206477055768,1.054446669866597,0.9567863185355004,,,,,1.0,42.44769130463296,0.8353293413173652,0.8241679815057864,0.9571107904354256,0.6902439024390243,0.6873656214199914,1.2562754607782132,0.8336886993603412,0.8379220928619466,0.9499537583861524,DAN λ=10 recovery,0.1813897467674093,1.813897467674093
10,2.850718302422381,0.8053191489361702,0.7420538143410956,0.749193079855163,1.197199922046705,1.0880736670595534,,,,,1.0,43.90509056740619,0.8083832335329342,0.794633639653255,1.110871997422087,0.6268292682926829,0.6165994984363458,1.3845410230683115,0.8123667377398721,0.8149283049336861,1.096186745649716,DAN λ=10 recovery,0.176264462572463,1.7626446313046396
11,3.026631064110614,0.7608156028368794,0.6761084918246348,0.6964702557026463,1.350303094944054,1.2400781410805723,,,,,1.0,50.41326091441702,0.7574850299401198,0.7333805390416268,1.273887734213275,0.5707317073170731,0.5388939956163304,1.520648537612543,0.7611940298507462,0.756050940815947,1.2563730130063446,DAN λ=10 recovery,0.1786552931400055,1.7865529258200463
12,3.190505514753626,0.6934397163120567,0.5829817965306378,0.6255793473119288,1.528617138634311,1.4102873994949017,,,,,1.0,50.82176890271775,0.6706586826347305,0.6117362948145885,1.467341554379035,0.5195121951219512,0.4615478679711146,1.6720735224281869,0.6865671641791045,0.6756612268062104,1.4464363390957111,DAN λ=10 recovery,0.1780218119316912,1.7802181137369033
13,3.41889248300106,0.6039007092198582,0.45963359279075,0.5277477392191537,1.704912653897144,1.6057092798517103,,,,,1.0,55.37313847643264,0.5868263473053892,0.4959360989825698,1.6656254351495985,0.4121951219512195,0.3133328946346296,1.807352828979492,0.5842217484008528,0.5696317847550506,1.641759697562342,DAN λ=10 recovery,0.1813183211265726,1.8131832016275284
