method,class_name,count,accuracy,dominant_confusion,dominant_confusion_count,accuracy_change_pp
DAN λ=0.1,dog,772,0.4676165803108808,person,252,12.694300518134716
DAN λ=0.1,elephant,740,0.677027027027027,person,114,-31.486486486486488
DAN λ=0.1,giraffe,753,0.7250996015936255,person,89,0.5312084993359889
DAN λ=0.1,guitar,608,0.8799342105263158,person,49,2.631578947368429
DAN λ=0.1,horse,816,0.6752450980392157,house,85,2.818627450980393
DAN λ=0.1,house,80,1.0,,0,27.500000000000004
DAN λ=0.1,person,160,0.9625,house,6,50.62500000000001
