epoch,train_loss,train_accuracy,mean_val_macro_f1,mean_val_accuracy,mean_val_loss,photo_accuracy,photo_macro_f1,photo_loss,art_painting_accuracy,art_painting_macro_f1,art_painting_loss,cartoon_accuracy,cartoon_macro_f1,cartoon_loss
1,0.4615214230532342,0.8391843971631205,0.8919069596890111,0.8915646682608572,0.3430095895150915,0.937125748502994,0.9251231874306903,0.18967234856354262,0.8121951219512196,0.8162733641133383,0.6505627922895478,0.9253731343283582,0.9343243275230048,0.18879362769218397
2,0.2241952012471379,0.9218085106382978,0.9199646740184283,0.9189541246177882,0.27904169581056076,0.9461077844311377,0.9378122752079797,0.15908247339511347,0.9024390243902439,0.9051516706086326,0.34369124726551337,0.908315565031983,0.9169300762386726,0.3343513667710554
3,0.1435391958944123,0.9521276595744681,0.9122985854242162,0.9168655356612169,0.2441828684291866,0.9550898203592815,0.9448911193820277,0.11686530584346748,0.8829268292682927,0.8771271953637153,0.3731880757866836,0.9125799573560768,0.9148774415269052,0.24249522365740875
4,0.10687087732057603,0.9645390070921985,0.9374109122302152,0.9386310534581158,0.2197263075988615,0.9670658682634731,0.9597617474516996,0.091788312905429,0.9,0.9000523742360992,0.3854148822404989,0.9488272921108742,0.9524186150028467,0.18197572765065662
5,0.09192483276766576,0.9700354609929078,0.9291377853675232,0.9295908884295998,0.19712198403748746,0.9670658682634731,0.961250446609781,0.10425717191781826,0.8878048780487805,0.8863858906698423,0.32369822181942987,0.9339019189765458,0.9397770188229464,0.1634105583752142
6,0.07962467772037811,0.975177304964539,0.9302421589049236,0.9311537411940899,0.21129471432724087,0.9610778443113772,0.9531130362731501,0.11777571700290292,0.9048780487804878,0.9035769957370469,0.25045406033353107,0.9275053304904051,0.9340364447045734,0.26565436564528866
7,0.08690759568237402,0.9732269503546099,0.931238195957198,0.933475593926298,0.22246604389491872,0.9461077844311377,0.9391202848382311,0.16670114230253025,0.9097560975609756,0.9071204706239288,0.255357393949497,0.9445628997867804,0.9474738324094343,0.24533959543272885
8,0.06443193959099479,0.9789007092198582,0.911564582940097,0.9150493230606757,0.25405023640204233,0.9520958083832335,0.9444311608422015,0.14800459730946375,0.8634146341463415,0.85472703702031,0.3919474171429146,0.929637526652452,0.9355355509577797,0.2221986947537485
9,0.06116636708245502,0.9797872340425532,0.8984693210031226,0.9031219167572598,0.39093967055123874,0.9580838323353293,0.948931567461764,0.1575561354974073,0.8195121951219512,0.8085658096196617,0.727347284410058,0.9317697228144989,0.937910585927942,0.287915591746251
