model,score,group,unknown_class,predicted_known_class,accepted_count
gcsc,mls,near,leopard,automobile,0
gcsc,mls,near,leopard,bird,1
gcsc,mls,near,leopard,cat,38
gcsc,mls,near,leopard,deer,5
gcsc,mls,near,leopard,dog,4
gcsc,mls,near,leopard,frog,15
gcsc,mls,near,leopard,horse,0
gcsc,mls,near,leopard,ship,0
gcsc,mls,near,leopard,truck,0
gcsc,mls,near,motorcycle,airplane,5
gcsc,mls,near,motorcycle,automobile,5
gcsc,mls,near,motorcycle,bird,0
gcsc,mls,near,motorcycle,cat,2
gcsc,mls,near,motorcycle,deer,0
gcsc,mls,near,motorcycle,dog,2
gcsc,mls,near,motorcycle,frog,1
gcsc,mls,near,motorcycle,horse,1
gcsc,mls,near,motorcycle,ship,0
gcsc,mls,near,motorcycle,truck,10
gcsc,mls,near,pickup_truck,airplane,0
gcsc,mls,near,pickup_truck,automobile,57
gcsc,mls,near,pickup_truck,bird,0
gcsc,mls,near,pickup_truck,cat,0
gcsc,mls,near,pickup_truck,deer,0
gcsc,mls,near,pickup_truck,dog,0
gcsc,mls,near,pickup_truck,frog,0
gcsc,mls,near,pickup_truck,horse,0
gcsc,mls,near,pickup_truck,ship,0
gcsc,mls,near,pickup_truck,truck,34
gcsc,mls,near,tractor,airplane,1
gcsc,mls,near,tractor,automobile,1
gcsc,mls,near,tractor,bird,0
gcsc,mls,near,tractor,cat,0
gcsc,mls,near,tractor,deer,0
gcsc,mls,near,tractor,dog,0
gcsc,mls,near,tractor,frog,0
gcsc,mls,near,tractor,horse,0
gcsc,mls,near,tractor,ship,4
gcsc,mls,near,tractor,truck,42
gcsc,mls,near,wolf,airplane,0
gcsc,mls,near,wolf,automobile,0
gcsc,mls,near,wolf,bird,3
gcsc,mls,near,wolf,cat,34
gcsc,mls,near,wolf,deer,2
gcsc,mls,near,wolf,dog,37
gcsc,mls,near,wolf,frog,0
gcsc,mls,near,wolf,horse,2
gcsc,mls,near,wolf,ship,0
gcsc,mls,near,wolf,truck,0
gcsc,mls,far,bottle,airplane,1
gcsc,mls,far,bottle,automobile,1
gcsc,mls,far,bottle,bird,2
gcsc,mls,far,bottle,cat,15
gcsc,mls,far,bottle,deer,0
gcsc,mls,far,bottle,dog,1
gcsc,mls,far,bottle,frog,1
gcsc,mls,far,bottle,horse,0
gcsc,mls,far,bottle,ship,21
gcsc,mls,far,bottle,truck,1
gcsc,mls,far,bowl,airplane,5
gcsc,mls,far,bowl,automobile,3
gcsc,mls,far,bowl,bird,2
gcsc,mls,far,bowl,cat,12
gcsc,mls,far,bowl,deer,0
gcsc,mls,far,bowl,dog,7
gcsc,mls,far,bowl,frog,6
gcsc,mls,far,bowl,horse,0
gcsc,mls,far,bowl,ship,8
gcsc,mls,far,bowl,truck,1
gcsc,mls,far,chair,airplane,15
gcsc,mls,far,chair,automobile,1
gcsc,mls,far,chair,bird,11
gcsc,mls,far,chair,cat,7
gcsc,mls,far,chair,deer,0
gcsc,mls,far,chair,dog,0
gcsc,mls,far,chair,frog,0
gcsc,mls,far,chair,horse,0
gcsc,mls,far,chair,ship,1
gcsc,mls,far,chair,truck,5
gcsc,mls,far,clock,airplane,4
gcsc,mls,far,clock,automobile,3
gcsc,mls,far,clock,bird,5
gcsc,mls,far,clock,cat,16
gcsc,mls,far,clock,deer,0
gcsc,mls,far,clock,dog,1
gcsc,mls,far,clock,frog,1
gcsc,mls,far,clock,horse,0
gcsc,mls,far,clock,ship,9
gcsc,mls,far,clock,truck,8
gcsc,mls,far,keyboard,airplane,8
gcsc,mls,far,keyboard,automobile,0
gcsc,mls,far,keyboard,bird,5
gcsc,mls,far,keyboard,cat,4
gcsc,mls,far,keyboard,deer,0
gcsc,mls,far,keyboard,dog,1
gcsc,mls,far,keyboard,frog,2
gcsc,mls,far,keyboard,horse,0
gcsc,mls,far,keyboard,ship,2
gcsc,mls,far,keyboard,truck,11
gcsc,mls,far,mushroom,airplane,0
gcsc,mls,far,mushroom,automobile,0
gcsc,mls,far,mushroom,bird,19
gcsc,mls,far,mushroom,cat,5
gcsc,mls,far,mushroom,deer,2
gcsc,mls,far,mushroom,dog,4
gcsc,mls,far,mushroom,frog,14
gcsc,mls,far,mushroom,horse,0
gcsc,mls,far,mushroom,ship,0
gcsc,mls,far,mushroom,truck,0
gcsc,mls,far,sunflower,airplane,0
gcsc,mls,far,sunflower,automobile,0
gcsc,mls,far,sunflower,bird,11
gcsc,mls,far,sunflower,cat,14
gcsc,mls,far,sunflower,deer,0
gcsc,mls,far,sunflower,dog,7
gcsc,mls,far,sunflower,frog,1
gcsc,mls,far,sunflower,horse,0
gcsc,mls,far,sunflower,ship,0
gcsc,mls,far,sunflower,truck,0
gcsc,mls,far,wardrobe,airplane,0
gcsc,mls,far,wardrobe,automobile,0
gcsc,mls,far,wardrobe,bird,0
gcsc,mls,far,wardrobe,cat,29
gcsc,mls,far,wardrobe,deer,0
gcsc,mls,far,wardrobe,dog,0
gcsc,mls,far,wardrobe,frog,0
gcsc,mls,far,wardrobe,horse,0
gcsc,mls,far,wardrobe,ship,1
gcsc,mls,far,wardrobe,truck,24
proser,mls,near,bus,airplane,2
proser,mls,near,bus,automobile,13
proser,mls,near,bus,bird,0
proser,mls,near,bus,cat,0
proser,mls,near,bus,deer,0
proser,mls,near,bus,dog,0
proser,mls,near,bus,frog,0
proser,mls,near,bus,horse,1
proser,mls,near,bus,ship,0
proser,mls,near,bus,truck,72
proser,mls,near,camel,airplane,5
proser,mls,near,camel,automobile,0
proser,mls,near,camel,bird,9
proser,mls,near,camel,cat,3
proser,mls,near,camel,deer,13
proser,mls,near,camel,dog,13
proser,mls,near,camel,frog,0
proser,mls,near,camel,horse,14
proser,mls,near,camel,ship,1
proser,mls,near,camel,truck,0
proser,mls,near,fox,airplane,1
proser,mls,near,fox,automobile,0
proser,mls,near,fox,bird,0
proser,mls,near,fox,cat,24
proser,mls,near,fox,deer,26
proser,mls,near,fox,dog,17
proser,mls,near,fox,frog,2
proser,mls,near,fox,horse,2
proser,mls,near,fox,ship,0
proser,mls,near,fox,truck,0
proser,mls,near,leopard,airplane,0
proser,mls,near,leopard,automobile,0
proser,mls,near,leopard,bird,3
proser,mls,near,leopard,cat,29
proser,mls,near,leopard,deer,10
proser,mls,near,leopard,dog,3
proser,mls,near,leopard,frog,30
proser,mls,near,leopard,horse,0
proser,mls,near,leopard,ship,0
proser,mls,near,leopard,truck,0
proser,mls,near,motorcycle,airplane,6
proser,mls,near,motorcycle,automobile,18
proser,mls,near,motorcycle,bird,0
proser,mls,near,motorcycle,cat,0
proser,mls,near,motorcycle,deer,0
proser,mls,near,motorcycle,dog,0
proser,mls,near,motorcycle,frog,3
proser,mls,near,motorcycle,horse,1
proser,mls,near,motorcycle,ship,0
proser,mls,near,motorcycle,truck,13
proser,mls,near,pickup_truck,airplane,1
proser,mls,near,pickup_truck,automobile,60
proser,mls,near,pickup_truck,bird,0
proser,mls,near,pickup_truck,cat,0
proser,mls,near,pickup_truck,deer,0
proser,mls,near,pickup_truck,dog,0
proser,mls,near,pickup_truck,frog,0
proser,mls,near,pickup_truck,horse,0
proser,mls,near,pickup_truck,ship,0
proser,mls,near,pickup_truck,truck,35
proser,mls,near,tractor,airplane,2
proser,mls,near,tractor,automobile,2
proser,mls,near,tractor,bird,0
proser,mls,near,tractor,cat,0
proser,mls,near,tractor,deer,0
proser,mls,near,tractor,dog,0
proser,mls,near,tractor,frog,0
proser,mls,near,tractor,horse,0
proser,mls,near,tractor,ship,8
proser,mls,near,tractor,truck,57
proser,mls,near,wolf,airplane,0
proser,mls,near,wolf,automobile,0
proser,mls,near,wolf,bird,1
proser,mls,near,wolf,cat,42
proser,mls,near,wolf,deer,2
proser,mls,near,wolf,dog,31
proser,mls,near,wolf,frog,0
proser,mls,near,wolf,horse,0
proser,mls,near,wolf,ship,0
proser,mls,near,wolf,truck,0
proser,placeholder,near,bus,airplane,2
proser,placeholder,near,bus,automobile,13
proser,placeholder,near,bus,bird,0
proser,placeholder,near,bus,cat,0
proser,placeholder,near,bus,deer,0
proser,placeholder,near,bus,dog,0
proser,placeholder,near,bus,frog,0
proser,placeholder,near,bus,horse,1
proser,placeholder,near,bus,ship,0
proser,placeholder,near,bus,truck,73
proser,placeholder,near,camel,airplane,4
proser,placeholder,near,camel,automobile,0
proser,placeholder,near,camel,bird,12
proser,placeholder,near,camel,cat,5
proser,placeholder,near,camel,deer,13
proser,placeholder,near,camel,dog,15
proser,placeholder,near,camel,frog,0
proser,placeholder,near,camel,horse,14
proser,placeholder,near,camel,ship,0
proser,placeholder,near,camel,truck,0
proser,placeholder,near,fox,airplane,0
proser,placeholder,near,fox,automobile,0
proser,placeholder,near,fox,bird,0
proser,placeholder,near,fox,cat,26
proser,placeholder,near,fox,deer,25
proser,placeholder,near,fox,dog,17
proser,placeholder,near,fox,frog,2
proser,placeholder,near,fox,horse,4
proser,placeholder,near,fox,ship,0
proser,placeholder,near,fox,truck,0
proser,placeholder,near,leopard,airplane,0
proser,placeholder,near,leopard,automobile,0
proser,placeholder,near,leopard,bird,2
proser,placeholder,near,leopard,cat,29
proser,placeholder,near,leopard,deer,10
proser,placeholder,near,leopard,dog,3
proser,placeholder,near,leopard,frog,30
proser,placeholder,near,leopard,horse,0
proser,placeholder,near,leopard,ship,0
proser,placeholder,near,leopard,truck,0
proser,placeholder,near,motorcycle,airplane,5
proser,placeholder,near,motorcycle,automobile,28
proser,placeholder,near,motorcycle,bird,0
proser,placeholder,near,motorcycle,cat,1
proser,placeholder,near,motorcycle,deer,0
proser,placeholder,near,motorcycle,dog,0
proser,placeholder,near,motorcycle,frog,2
proser,placeholder,near,motorcycle,horse,2
proser,placeholder,near,motorcycle,ship,0
proser,placeholder,near,motorcycle,truck,16
proser,placeholder,near,pickup_truck,airplane,1
proser,placeholder,near,pickup_truck,automobile,59
proser,placeholder,near,pickup_truck,bird,0
proser,placeholder,near,pickup_truck,cat,0
proser,placeholder,near,pickup_truck,deer,0
proser,placeholder,near,pickup_truck,dog,0
proser,placeholder,near,pickup_truck,frog,0
proser,placeholder,near,pickup_truck,horse,0
proser,placeholder,near,pickup_truck,ship,0
proser,placeholder,near,pickup_truck,truck,34
proser,placeholder,near,tractor,airplane,2
proser,placeholder,near,tractor,automobile,2
proser,placeholder,near,tractor,bird,0
proser,placeholder,near,tractor,cat,0
proser,placeholder,near,tractor,deer,0
proser,placeholder,near,tractor,dog,0
proser,placeholder,near,tractor,frog,1
proser,placeholder,near,tractor,horse,1
proser,placeholder,near,tractor,ship,9
proser,placeholder,near,tractor,truck,57
proser,placeholder,near,wolf,airplane,0
proser,placeholder,near,wolf,automobile,0
proser,placeholder,near,wolf,bird,1
proser,placeholder,near,wolf,cat,43
proser,placeholder,near,wolf,deer,3
proser,placeholder,near,wolf,dog,30
proser,placeholder,near,wolf,frog,1
proser,placeholder,near,wolf,horse,0
proser,placeholder,near,wolf,ship,0
proser,placeholder,near,wolf,truck,0
proser,mls,far,bottle,airplane,2
proser,mls,far,bottle,automobile,2
proser,mls,far,bottle,bird,3
proser,mls,far,bottle,cat,18
proser,mls,far,bottle,deer,0
proser,mls,far,bottle,dog,1
proser,mls,far,bottle,frog,1
proser,mls,far,bottle,horse,0
proser,mls,far,bottle,ship,14
proser,mls,far,bottle,truck,8
proser,mls,far,bowl,airplane,10
proser,mls,far,bowl,automobile,6
proser,mls,far,bowl,bird,1
proser,mls,far,bowl,cat,20
proser,mls,far,bowl,deer,0
proser,mls,far,bowl,dog,2
proser,mls,far,bowl,frog,10
proser,mls,far,bowl,horse,0
proser,mls,far,bowl,ship,9
proser,mls,far,bowl,truck,2
proser,mls,far,chair,airplane,33
proser,mls,far,chair,automobile,1
proser,mls,far,chair,bird,4
proser,mls,far,chair,cat,10
proser,mls,far,chair,deer,1
proser,mls,far,chair,dog,0
proser,mls,far,chair,frog,1
proser,mls,far,chair,horse,0
proser,mls,far,chair,ship,3
proser,mls,far,chair,truck,11
proser,mls,far,clock,airplane,4
proser,mls,far,clock,automobile,9
proser,mls,far,clock,bird,2
proser,mls,far,clock,cat,9
proser,mls,far,clock,deer,1
proser,mls,far,clock,dog,2
proser,mls,far,clock,frog,2
proser,mls,far,clock,horse,0
proser,mls,far,clock,ship,14
proser,mls,far,clock,truck,6
proser,mls,far,keyboard,airplane,11
proser,mls,far,keyboard,automobile,0
proser,mls,far,keyboard,bird,1
proser,mls,far,keyboard,cat,12
proser,mls,far,keyboard,deer,1
proser,mls,far,keyboard,dog,0
proser,mls,far,keyboard,frog,3
proser,mls,far,keyboard,horse,3
proser,mls,far,keyboard,ship,2
proser,mls,far,keyboard,truck,16
proser,mls,far,mushroom,airplane,4
proser,mls,far,mushroom,automobile,0
proser,mls,far,mushroom,bird,23
proser,mls,far,mushroom,cat,10
proser,mls,far,mushroom,deer,5
proser,mls,far,mushroom,dog,2
proser,mls,far,mushroom,frog,15
proser,mls,far,mushroom,horse,1
proser,mls,far,mushroom,ship,0
proser,mls,far,mushroom,truck,0
proser,mls,far,sunflower,airplane,2
proser,mls,far,sunflower,automobile,0
proser,mls,far,sunflower,bird,24
proser,mls,far,sunflower,cat,4
proser,mls,far,sunflower,deer,1
proser,mls,far,sunflower,dog,9
proser,mls,far,sunflower,frog,8
proser,mls,far,sunflower,horse,1
proser,mls,far,sunflower,ship,0
proser,mls,far,sunflower,truck,4
proser,mls,far,wardrobe,airplane,0
proser,mls,far,wardrobe,automobile,0
proser,mls,far,wardrobe,bird,0
proser,mls,far,wardrobe,cat,26
proser,mls,far,wardrobe,deer,0
proser,mls,far,wardrobe,dog,0
proser,mls,far,wardrobe,frog,0
proser,mls,far,wardrobe,horse,0
proser,mls,far,wardrobe,ship,1
proser,mls,far,wardrobe,truck,39
proser,placeholder,far,bottle,airplane,2
proser,placeholder,far,bottle,automobile,4
proser,placeholder,far,bottle,bird,3
proser,placeholder,far,bottle,cat,19
proser,placeholder,far,bottle,deer,0
proser,placeholder,far,bottle,dog,1
proser,placeholder,far,bottle,frog,1
proser,placeholder,far,bottle,horse,0
proser,placeholder,far,bottle,ship,17
proser,placeholder,far,bottle,truck,12
proser,placeholder,far,bowl,airplane,9
proser,placeholder,far,bowl,automobile,6
proser,placeholder,far,bowl,bird,1
proser,placeholder,far,bowl,cat,18
proser,placeholder,far,bowl,deer,0
proser,placeholder,far,bowl,dog,2
proser,placeholder,far,bowl,frog,11
proser,placeholder,far,bowl,horse,0
proser,placeholder,far,bowl,ship,9
proser,placeholder,far,bowl,truck,2
proser,placeholder,far,chair,airplane,32
proser,placeholder,far,chair,automobile,1
proser,placeholder,far,chair,bird,7
proser,placeholder,far,chair,cat,12
proser,placeholder,far,chair,deer,1
proser,placeholder,far,chair,dog,0
proser,placeholder,far,chair,frog,1
proser,placeholder,far,chair,horse,1
proser,placeholder,far,chair,ship,3
proser,placeholder,far,chair,truck,14
proser,placeholder,far,clock,airplane,3
proser,placeholder,far,clock,automobile,10
proser,placeholder,far,clock,bird,2
proser,placeholder,far,clock,cat,8
proser,placeholder,far,clock,deer,1
proser,placeholder,far,clock,dog,2
proser,placeholder,far,clock,frog,2
proser,placeholder,far,clock,horse,0
proser,placeholder,far,clock,ship,15
proser,placeholder,far,clock,truck,6
proser,placeholder,far,keyboard,airplane,11
proser,placeholder,far,keyboard,automobile,0
proser,placeholder,far,keyboard,bird,1
proser,placeholder,far,keyboard,cat,10
proser,placeholder,far,keyboard,deer,2
proser,placeholder,far,keyboard,dog,1
proser,placeholder,far,keyboard,frog,3
proser,placeholder,far,keyboard,horse,3
proser,placeholder,far,keyboard,ship,3
proser,placeholder,far,keyboard,truck,15
proser,placeholder,far,mushroom,airplane,4
proser,placeholder,far,mushroom,automobile,0
proser,placeholder,far,mushroom,bird,23
proser,placeholder,far,mushroom,cat,10
proser,placeholder,far,mushroom,deer,6
proser,placeholder,far,mushroom,dog,3
proser,placeholder,far,mushroom,frog,18
proser,placeholder,far,mushroom,horse,2
proser,placeholder,far,mushroom,ship,0
proser,placeholder,far,mushroom,truck,0
proser,placeholder,far,sunflower,airplane,4
proser,placeholder,far,sunflower,automobile,0
proser,placeholder,far,sunflower,bird,28
proser,placeholder,far,sunflower,cat,6
proser,placeholder,far,sunflower,deer,1
proser,placeholder,far,sunflower,dog,8
proser,placeholder,far,sunflower,frog,10
proser,placeholder,far,sunflower,horse,1
proser,placeholder,far,sunflower,ship,0
proser,placeholder,far,sunflower,truck,4
proser,placeholder,far,wardrobe,airplane,0
proser,placeholder,far,wardrobe,automobile,0
proser,placeholder,far,wardrobe,bird,0
proser,placeholder,far,wardrobe,cat,27
proser,placeholder,far,wardrobe,deer,0
proser,placeholder,far,wardrobe,dog,0
proser,placeholder,far,wardrobe,frog,0
proser,placeholder,far,wardrobe,horse,0
proser,placeholder,far,wardrobe,ship,2
proser,placeholder,far,wardrobe,truck,37
