task,run,old_sketch_accuracy,sketch_accuracy,change_pp,source_accuracy,predicted_classes,dominant_prediction_share,best_epoch
2,dann,0.1804530414863833,0.22295749554594044,4.2504454059557135,0.924718040127556,6,0.5701196233138203,13
2,cdan,0.0208704504963094,0.7938406719266989,77.29702214303896,0.9572911278695923,7,0.2585899720030542,6
2,dan_lambda_10,0.0407228302367014,0.6510562484092645,61.0333418172563,0.8858788118287322,7,0.2364469330618478,5
