domain,accuracy,macro_f1,loss,count
photo,0.9670658682634732,0.9597617474516996,0.091788312905429,334
art_painting,0.9,0.9000523742360992,0.3854148822404989,410
cartoon,0.9488272921108742,0.9524186150028467,0.1819757276506566,469
