method,mean_source_accuracy_pct,mean_source_macro_f1_pct,target_accuracy_pct,target_macro_f1_pct,target_accuracy_change_pp,domain_separability_pct
Source-only,93.86310534581158,93.74109122302153,69.15245609569865,69.72510975080013,0.0,99.86263736263736
DAN,93.96290574501319,93.94005458534168,59.20081445660473,53.84162593501497,-9.95164163909392,82.41758241758241
DANN,23.888421607043338,16.03527121702607,18.04530414863833,6.36753167238606,-51.10715194706032,99.86263736263736
CDAN,44.23807541191993,32.75585673931941,2.08704504963094,0.65011775205262,-67.06541104606771,99.17582417582418
