domain,accuracy,macro_f1,loss,count
photo,0.9730538922155688,0.9685257952796098,0.1480459351248596,334
art_painting,0.9414634146341464,0.940024929642412,0.3141333467168052,410
cartoon,0.957356076759062,0.9601378965253126,0.2632925383317699,469
