domain,accuracy,macro_f1,loss,count
photo,0.2574850299401197,0.0585034013605442,1.93164892824824,334
art_painting,0.2195121951219512,0.0514285714285714,1.9374712874249715,410
cartoon,0.1727078891257995,0.042077922077922,1.93605630382546,469
