epoch,train_loss,train_accuracy,mean_val_macro_f1,mean_val_accuracy,mean_val_loss,photo_accuracy,photo_macro_f1,photo_loss,art_painting_accuracy,art_painting_macro_f1,art_painting_loss,cartoon_accuracy,cartoon_macro_f1,cartoon_loss,method,family,classification_loss,mmd_loss,weighted_mmd_loss,domain_loss,domain_accuracy,mean_grl_strength,last_grl_strength
2,0.4024275977560814,0.9322695035460992,0.9177321299379458,0.9182869997692484,0.241887295557093,0.9550898203592816,0.9468146745956436,0.1471280901731845,0.8829268292682927,0.8831514209093331,0.3365728785352009,0.9168443496801706,0.9232302943088608,0.2419609179628937,DAN,original,0.2202883032408166,0.1821392941982188,0.1821392941982188,,,,
3,0.3093448006726326,0.9654255319148936,0.9315742071691764,0.9315576450199088,0.2049123582907285,0.9610778443113772,0.9550092926360814,0.101476846430116,0.8975609756097561,0.9006784353452362,0.2948042590443681,0.9360341151385928,0.9390348935262112,0.2184559693977014,DAN,original,0.1348040287402716,0.1745407733511417,0.1745407733511417,,,,
4,0.2948007657172832,0.9695035460992908,0.9214182104588295,0.9227604388705556,0.2474855284122204,0.9700598802395208,0.9629857167913956,0.1293959415958313,0.8536585365853658,0.854886759031307,0.408755023305009,0.9445628997867804,0.9463821555537864,0.2043056203358209,DAN,original,0.1245805052683708,0.1702202604172077,0.1702202604172077,,,,
5,0.2613479178636632,0.9799645390070922,0.9394005458534168,0.9396290574501318,0.1837104577712934,0.9700598802395208,0.964739874455204,0.115385740103122,0.9,0.9013990542925812,0.278650497808689,0.9488272921108742,0.9520627088124652,0.1570951354020694,DAN,original,0.0901354379278231,0.1712124794087511,0.1712124794087511,,,,
6,0.2495688634984036,0.9826241134751772,0.9167131305250412,0.914621368319578,0.238346690863614,0.940119760479042,0.9366416492217026,0.1546601406828372,0.8975609756097561,0.8987526394309782,0.2757908751324909,0.906183368869936,0.9147451029224428,0.284589056775514,DAN,original,0.0798744072226133,0.1696944561410457,0.1696944561410457,,,,
7,0.2401215830064834,0.9895390070921986,0.9358574614753644,0.9371803379563614,0.1933158581238167,0.9550898203592816,0.9504179048172344,0.1412965180631169,0.9097560975609756,0.9079807940904512,0.2582858639519389,0.9466950959488272,0.9491736855184076,0.1803651923563943,DAN,original,0.0690511636277462,0.171070419473851,0.171070419473851,,,,
8,0.2216870456933975,0.9930851063829788,0.9368939235031698,0.939716437944227,0.183497770880062,0.9550898203592816,0.9467159700850816,0.1405292356799462,0.902439024390244,0.9018842454265776,0.2833998563813,0.9616204690831556,0.96208155499785,0.1265642205789399,DAN,original,0.0575925047925495,0.1640945414279369,0.1640945414279369,,,,
9,0.2240583090389028,0.9934397163120569,0.9355635147756542,0.9362115853580684,0.2141197375531907,0.9640718562874252,0.9562479461153904,0.1501621766361647,0.9,0.9032285104234956,0.3133680096486719,0.9445628997867804,0.9472140877880764,0.1788290263747355,DAN,original,0.0535808947412891,0.1704774146384381,0.1704774146384381,,,,
10,0.2171544460223076,0.9890070921985816,0.9169730884926156,0.9203117193767856,0.2419068078701216,0.9550898203592816,0.9466510583287676,0.1261079995753522,0.8634146341463415,0.8568654341459114,0.3941832309815942,0.9424307036247336,0.947402773003168,0.2054291930534184,DAN,original,0.0635231823838771,0.1536312640981471,0.1536312640981471,,,,
1,55606.61737445441,0.5333333333333333,0.0779989369567896,0.1738483509345135,40.90291038371834,0.1287425149700598,0.0707076704305981,43.67962354100393,0.1902439024390244,0.0774668378262729,37.53083689619855,0.2025586353944563,0.0858223026134976,41.49827071395256,DANN,original,5195.32210140023,,,50411.29545799386,0.5797872340425532,0.0826106061942582,0.1644733603682882
2,69.24937449516133,0.1847517730496453,0.1603527121702607,0.2388842160704334,5.062959239606776,0.2964071856287425,0.1643344128899186,5.0289646993854085,0.2219512195121951,0.141163618689323,4.839669818412967,0.1982942430703624,0.1755601049315406,5.320243201021955,DANN,original,10.022075861058337,,,59.22729855801197,0.5054964539007092,0.2440874301443798,0.3209190133883319
3,615.9003130973654,0.1663120567375886,0.0361377374425443,0.1450781623605978,1016.6414311702669,0.1676646706586826,0.041025641025641,936.0763092954716,0.1439024390243902,0.0359427353030764,1032.3374190167683,0.1236673773987206,0.0314448359989157,1081.5105651985607,DANN,original,93.39049373991946,,,522.509819014529,0.5004432624113475,0.3931000373577079,0.4616149500432396
4,23423.01995199488,0.1414893617021276,0.048734767051936,0.1500724693418301,2866.2860412829195,0.1137724550898203,0.0291858678955453,13.56071385366474,0.1829268292682926,0.0470238095238095,230.337497469274,0.1535181236673774,0.0699946237364532,8354.95991252582,DANN,original,7253.872440599888,,,16169.14757144426,0.5025709219858157,0.5240079056454343,0.5823768448083426
5,136186285.17344987,0.1471631205673758,0.0382023920494867,0.1551498697960052,12743.098075169022,0.1137724550898203,0.0291858678955453,12863.614053143712,0.1853658536585365,0.0446796002351557,11685.554039634146,0.1663113006396588,0.0407417080177592,13680.12613272921,DANN,original,62278042.12062449,,,73908242.85631824,0.4945035460992907,0.63412434605169,0.6819457085021119
6,174805.4620755622,0.1677304964539007,0.0225657134579994,0.0861972139760211,47976.272614123845,0.1107784431137724,0.0284944166345783,38987.86798278443,0.0902439024390243,0.0236497283477149,43033.10884146341,0.0575692963752665,0.015552995391705,61907.84101812367,DANN,original,79751.29039573263,,,95054.17170311137,0.4507978723404255,0.7234129871535846,0.761355735824742
7,168841.0180560173,0.1496453900709219,0.0710289057510314,0.1762873753247574,3455.3128777097245,0.1287425149700598,0.0485431737835393,3293.2147735778444,0.1975609756097561,0.080144672726384,3287.440510670732,0.2025586353944563,0.084398870743171,3785.283348880597,DANN,original,76712.99377545295,,,92128.0236909907,0.500709219858156,0.7936792189566058,0.8230252742396917
1,34.10988906850206,0.6691489361702128,0.0506699649556792,0.2165683713959568,1.927660595496464,0.2574850299401197,0.0585034013605442,1.90055281245066,0.2195121951219512,0.0514285714285714,1.9206662061737805,0.1727078891257995,0.042077922077922,1.9617627678649512,CDAN,original,4.198820906782404,,,29.91106825115833,0.7065602836879432,0.0826106061942582,0.1644733603682882
2,2.574457276121099,0.2418439716312056,0.1394880221651973,0.2844898584961233,1.8138493048638404,0.3652694610778443,0.1634443068405332,1.7974943629281963,0.2536585365853658,0.106623638643343,1.8467443512707225,0.2345415778251599,0.1483961210117157,1.797309200392603,CDAN,original,1.887437199024444,,,0.6870200740530136,0.5644503546099291,0.2440874301443798,0.3209190133883319
3,2.38474510578399,0.3436170212765957,0.3275585673931941,0.4423807541191993,1.4425136034773178,0.5299401197604791,0.3524424363633435,1.220237440691737,0.4048780487804878,0.3167334377218844,1.6115997965742903,0.3923240938166311,0.3134998280943545,1.495703573165926,CDAN,original,1.6862706519187765,,,0.6984744523433929,0.5211879432624114,0.3931000373577079,0.4616149500432396
4,3.2162155176730867,0.2296099290780142,0.0959809893614751,0.2510700166052003,1.9039584441706785,0.3323353293413174,0.1291679629905176,1.9016574471296663,0.2439024390243902,0.1070197044334975,1.914535987667921,0.1769722814498933,0.0517553006604101,1.895681897714448,CDAN,original,1.974059211446884,,,1.2421563005193752,0.4987588652482269,0.5240079056454343,0.5823768448083426
5,2.561184443818762,0.2457446808510638,0.2008967571360471,0.354110552621939,1.705402042457468,0.4281437125748503,0.1860892361252271,1.6677214571101937,0.3463414634146341,0.2054466823924673,1.7236407117145818,0.2878464818763326,0.211154352890447,1.7248439585476287,CDAN,original,1.8700973906415572,,,0.6910870557135724,0.4982269503546099,0.63412434605169,0.6819457085021119
6,2.7164388834161963,0.3193262411347518,0.0522867887217138,0.1547642766368039,2.234477337298769,0.1077844311377245,0.0278745644599303,2.26902197649379,0.1390243902439024,0.0348730498623432,2.170405736783656,0.2174840085287846,0.094112751842868,2.264004298618861,CDAN,original,1.8694237952536723,,,0.8470150919670755,0.5073581560283688,0.7234129871535846,0.761355735824742
7,2.6052267957240978,0.2289007092198581,0.0795491347959175,0.2373414593663575,1.8766459497831345,0.3173652694610778,0.1399416909620991,1.8520764562184224,0.2219512195121951,0.0563970166379804,1.8958122067335172,0.1727078891257995,0.042308696787673,1.882049186397463,CDAN,original,1.9122672638994584,,,0.6929595366437384,0.486436170212766,0.7936792189566058,0.8230252742396917
8,2.446468840254114,0.3099290780141844,0.2318301330267637,0.3734180295086149,1.5635952211373396,0.4610778443113772,0.2489753337447253,1.3078348194053786,0.3585365853658536,0.2197968515469428,1.6784196807116998,0.3006396588486141,0.226718213788623,1.7045311632949407,CDAN,original,1.760346594769904,,,0.6861222449769365,0.5322695035460993,0.847682878098508,0.8699352074103806
1,0.5200685036626268,0.8345744680851064,0.9032879591468332,0.907294433962176,0.2624310879154101,0.9580838323353292,0.94767287386335,0.1541067258326593,0.8512195121951219,0.8503906208791522,0.4077899200160328,0.9125799573560768,0.911800382697997,0.2253966178975379,DAN λ=0.1,original,0.4854294949151734,0.3463900647264846,0.0346390064726484,,,,
2,0.2220792769593127,0.9320921985815604,0.9260802143147678,0.925934952083456,0.2152930172457863,0.9670658682634732,0.9612240034329742,0.0994089941778582,0.8853658536585366,0.8853317600789277,0.3123255630818809,0.9253731343283582,0.9316848794324012,0.2341444944776197,DAN λ=0.1,original,0.197427405962879,0.2465187113335792,0.0246518711333579,,,,
3,0.1682038884292891,0.950709219858156,0.9267158516397428,0.9277362691020268,0.1908345485795849,0.9550898203592816,0.9462783893556524,0.0934901371330558,0.9048780487804878,0.9041671665941242,0.2587057334620778,0.9232409381663113,0.929701998969452,0.2203077751436213,DAN λ=0.1,original,0.1456156596799004,0.2258822826628989,0.0225882282662898,,,,
4,0.1193526796521024,0.9666666666666668,0.9224780859813284,0.924707639170668,0.2310418788210628,0.9670658682634732,0.9594078336245146,0.1034492268979906,0.8560975609756097,0.852158151826974,0.443455214616729,0.9509594882729212,0.9558682724924964,0.1462211949484688,DAN λ=0.1,original,0.0974400734410007,0.219126055088449,0.0219126055088449,,,,
5,0.1200352363446925,0.9652482269503546,0.9218829864366386,0.9267578214002076,0.2241559185609012,0.9491017964071856,0.9392866098947108,0.1324004265005717,0.9121951219512195,0.904995562185246,0.2796473016099232,0.9189765458422174,0.9213667872299588,0.2604200275722089,DAN λ=0.1,original,0.0983830278496594,0.2165220828766518,0.0216522082876651,,,,
6,0.084537946440755,0.9799645390070922,0.9303072521891028,0.9337921172580212,0.2428473034662243,0.9610778443113772,0.9547311635457456,0.1375761314066584,0.9,0.8949910355110132,0.3521192115981404,0.9402985074626866,0.9411995575105496,0.2388465673938743,DAN λ=0.1,original,0.0635217937824138,0.2101615246306074,0.0210161524630607,,,,
7,0.0713297921649002,0.9833333333333332,0.9365447935353508,0.9383001743146396,0.1791713822212134,0.9550898203592816,0.9469846859171376,0.124848045988711,0.9195121951219511,0.9193800141562072,0.2653527966359766,0.9402985074626866,0.9432696805327072,0.1473133040389526,DAN λ=0.1,original,0.0510957855629695,0.2023400621211275,0.0202340062121127,,,,
8,0.0658326676115393,0.9838652482269504,0.9458963470767824,0.9448966542446856,0.1656304459104978,0.9730538922155688,0.967631503279267,0.0736687555463014,0.9170731707317074,0.9180976796023872,0.2871938526630401,0.9445628997867804,0.9519598583486932,0.1360287295221519,DAN λ=0.1,original,0.0459635141057933,0.1986915304305705,0.019869153043057,,,,
9,0.0546853672197841,0.9886524822695036,0.9396709665180676,0.9400381617543944,0.1780238169145475,0.9700598802395208,0.9640427507035204,0.1050337444611652,0.9097560975609756,0.90961042603427,0.2639489546054747,0.9402985074626866,0.9453597228164122,0.1650887516770027,DAN λ=0.1,original,0.035210272553996,0.194750942067897,0.0194750942067897,,,,
10,0.0603921857087853,0.9872340425531916,0.9328202656470292,0.9318547781445794,0.2292531436786339,0.9461077844311376,0.9379418216806152,0.1865619822533544,0.9219512195121952,0.9240539492773716,0.2345478955201986,0.9275053304904052,0.9364650259831012,0.2666495532623486,DAN λ=0.1,original,0.0414310794681598,0.189611061583174,0.0189611061583174,,,,
11,0.0758074755443537,0.9819148936170212,0.9253313623631344,0.9254673449917472,0.243077398284584,0.94311377245509,0.9376926728196996,0.1689447728459706,0.8951219512195122,0.8960029074229515,0.3362171836015655,0.9381663113006397,0.9422985068467524,0.2240702384062159,DAN λ=0.1,original,0.0567401115851912,0.190673639419231,0.0190673639419231,,,,
12,0.0352805724208976,0.9948581560283688,0.9561290037186572,0.9553778396714292,0.1546544013216148,0.9700598802395208,0.9659460884441776,0.093660954408303,0.9365853658536586,0.9381987171703398,0.2243756070369627,0.9594882729211088,0.9642422055414543,0.1459266425195787,DAN λ=0.1,original,0.0170427080588118,0.182378640073411,0.0182378640073411,,,,
13,0.022518096681922,0.999290780141844,0.9409036197913632,0.9412016053181484,0.1766277830417284,0.9790419161676648,0.974220042032801,0.0630120054155052,0.9,0.8990478483878475,0.3212967465563518,0.9445628997867804,0.9494429689534416,0.1455745971533281,DAN λ=0.1,original,0.0052597438112183,0.172583525231544,0.0172583525231544,,,,
14,0.0378667858766114,0.9946808510638298,0.922300234978206,0.92271683166508,0.2258257213184454,0.9610778443113772,0.9541661414855266,0.0979725550302488,0.8731707317073171,0.8701007731602919,0.4029808029895875,0.9339019189765458,0.9426337902887996,0.1765238059354997,DAN λ=0.1,original,0.0201661076332303,0.1770067783112221,0.0177006778311222,,,,
15,0.0998811675592305,0.974290780141844,0.8976338842091026,0.9010679457559996,0.3362317142983701,0.9461077844311376,0.9365924107197028,0.1736732920085241,0.848780487804878,0.84777358313573,0.5134969746194235,0.908315565031983,0.908535658771875,0.3215248762671627,DAN λ=0.1,original,0.0800761897316291,0.1980497735611935,0.0198049773561193,,,,
16,0.0688052352280058,0.9838652482269504,0.9190899184116508,0.9226536681694076,0.236793481984225,0.9550898203592816,0.949232096567144,0.1489309352672028,0.8853658536585366,0.8779965941379622,0.3773300372972721,0.9275053304904052,0.9300410645298468,0.1841194733882001,DAN λ=0.1,original,0.0491745511058747,0.1963068373659823,0.0196306837365982,,,,
17,0.0488806957141199,0.9907801418439716,0.9353945922616096,0.9357054054561842,0.2533382404373703,0.9640718562874252,0.959042770921708,0.1539580429385522,0.9048780487804878,0.9064823519289862,0.3912366970283229,0.9381663113006397,0.9406586539341348,0.2148199813452356,DAN λ=0.1,original,0.0304380726749127,0.1844262285435453,0.0184426228543545,,,,
1,4.229547699461592,0.1734042553191489,0.0506699649556792,0.2165683713959568,1.9350588398328905,0.2574850299401197,0.0585034013605442,1.93164892824824,0.2195121951219512,0.0514285714285714,1.9374712874249715,0.1727078891257995,0.042077922077922,1.93605630382546,DAN λ=10,original,1.9469533473887344,0.2282594345985575,2.282594345985575,,,,
2,3.99505811041974,0.2147163120567375,0.0506699649556792,0.2165683713959568,1.9372839196681608,0.2574850299401197,0.0585034013605442,1.9343383069523796,0.2195121951219512,0.0514285714285714,1.9366556400206032,0.1727078891257995,0.042077922077922,1.9408578120315,DAN λ=10,original,1.9373653817684091,0.2057692720534953,2.057692720534954,,,,
3,4.063387158576479,0.2187943262411347,0.0506699649556792,0.2165683713959568,1.9344108110345504,0.2574850299401197,0.0585034013605442,1.9313838467626516,0.2195121951219512,0.0514285714285714,1.932981249181236,0.1727078891257995,0.042077922077922,1.938867337159765,DAN λ=10,original,1.9354382027970984,0.2127948953750285,2.127948953750286,,,,
4,3.947752297178228,0.2150709219858156,0.0506699649556792,0.2165683713959568,1.9362459487583283,0.2574850299401197,0.0585034013605442,1.9314609915910368,0.2195121951219512,0.0514285714285714,1.935751389294136,0.1727078891257995,0.042077922077922,1.9415254653898129,DAN λ=10,original,1.9360905621914155,0.2011661732450444,2.0116617324504444,,,,
5,3.6769012461317354,0.2170212765957447,0.0506699649556792,0.2165683713959568,1.935192192670413,0.2574850299401197,0.0585034013605442,1.9309167747725984,0.2195121951219512,0.0514285714285714,1.934148518632098,0.1727078891257995,0.042077922077922,1.940511284606543,DAN λ=10,original,1.935514147738193,0.1741387093320806,1.741387093320806,,,,
6,1.992887858127026,0.2173758865248227,0.0506699649556792,0.2165683713959568,1.9335597935898123,0.2574850299401197,0.0585034013605442,1.9293099477619469,0.2195121951219512,0.0514285714285714,1.9323361280487803,0.1727078891257995,0.042077922077922,1.9390333049587096,DAN λ=10,original,1.9344281105284995,0.0058459748613073,0.0584597486130734,,,,
