domain,accuracy,macro_f1,loss,count
photo,0.9700598802395208,0.964739874455204,0.115385740103122,334
art_painting,0.9,0.9013990542925812,0.278650497808689,410
cartoon,0.9488272921108742,0.9520627088124652,0.1570951354020694,469
