method,mean_source_accuracy_pct,mean_source_macro_f1_pct,target_accuracy_pct,target_macro_f1_pct,target_accuracy_change_pp,domain_separability_pct
Source-only,93.86310534581158,93.74109122302153,69.15245609569865,69.72510975080013,0.0,99.86263736263736
