task,run,old_sketch_accuracy,sketch_accuracy,change_pp,source_accuracy,predicted_classes,dominant_prediction_share,best_epoch
3,dan_dg,0.0407228302367014,0.6917790786459659,65.10562484092645,0.9533283632952515,7,0.2967676253499618,6
3,dan_dg_lambda_10,0.0407228302367014,0.15271061338763045,11.198778315092905,0.20957552366274781,2,0.5932807330109443,5
