epoch,train_loss,train_accuracy,mean_val_macro_f1,mean_val_accuracy,mean_val_loss,classification_loss,domain_loss,domain_accuracy,mean_grl_strength,last_grl_strength,photo_accuracy,photo_macro_f1,photo_loss,art_painting_accuracy,art_painting_macro_f1,art_painting_loss,cartoon_accuracy,cartoon_macro_f1,cartoon_loss
1,34.10988906850206,0.6691489361702128,0.05066996495567924,0.21656837139595686,1.927660595496464,4.198820906782404,29.91106825115833,0.7065602836879432,0.08261060619425821,0.1644733603682882,0.25748502994011974,0.058503401360544216,1.90055281245066,0.21951219512195122,0.05142857142857143,1.9206662061737805,0.17270788912579957,0.04207792207792208,1.9617627678649512
2,2.574457276121099,0.24184397163120566,0.13948802216519737,0.28448985849612335,1.8138493048638404,1.8874371990244438,0.6870200740530136,0.5644503546099291,0.24408743014437986,0.32091901338833195,0.3652694610778443,0.16344430684053327,1.7974943629281963,0.25365853658536586,0.10662363864334308,1.8467443512707222,0.2345415778251599,0.14839612101171576,1.797309200392603
3,2.38474510578399,0.34361702127659577,0.32755856739319417,0.44238075411919936,1.4425136034773178,1.6862706519187765,0.6984744523433929,0.5211879432624114,0.3931000373577079,0.4616149500432396,0.5299401197604791,0.35244243636334355,1.2202374406917367,0.40487804878048783,0.3167334377218844,1.6115997965742903,0.39232409381663114,0.31349982809435456,1.495703573165926
4,3.2162155176730867,0.2296099290780142,0.09598098936147513,0.25107001660520034,1.9039584441706785,1.9740592114468838,1.2421563005193752,0.49875886524822693,0.5240079056454343,0.5823768448083426,0.3323353293413174,0.12916796299051767,1.9016574471296666,0.24390243902439024,0.10701970443349754,1.914535987667921,0.17697228144989338,0.051755300660410154,1.895681897714448
5,2.561184443818762,0.24574468085106382,0.20089675713604718,0.354110552621939,1.705402042457468,1.8700973906415574,0.6910870557135724,0.49822695035460995,0.63412434605169,0.6819457085021119,0.4281437125748503,0.18608923612522718,1.6677214571101937,0.3463414634146341,0.20544668239246738,1.7236407117145818,0.2878464818763326,0.211154352890447,1.7248439585476287
6,2.7164388834161963,0.3193262411347518,0.052286788721713856,0.1547642766368039,2.234477337298769,1.8694237952536725,0.8470150919670755,0.5073581560283688,0.7234129871535846,0.761355735824742,0.10778443113772455,0.027874564459930314,2.26902197649379,0.13902439024390245,0.03487304986234323,2.1704057367836556,0.21748400852878466,0.09411275184286802,2.2640042986188615
7,2.6052267957240978,0.22890070921985817,0.07954913479591755,0.23734145936635753,1.8766459497831345,1.9122672638994582,0.6929595366437384,0.486436170212766,0.7936792189566058,0.8230252742396917,0.31736526946107785,0.13994169096209913,1.8520764562184224,0.22195121951219512,0.05639701663798049,1.8958122067335175,0.17270788912579957,0.042308696787673024,1.882049186397463
8,2.446468840254114,0.3099290780141844,0.23183013302676378,0.37341802950861497,1.5635952211373396,1.760346594769904,0.6861222449769365,0.5322695035460993,0.847682878098508,0.8699352074103806,0.46107784431137727,0.24897533374472536,1.3078348194053786,0.35853658536585364,0.21979685154694287,1.6784196807116998,0.3006396588486141,0.22671821378862309,1.7045311632949407
