epoch,train_loss,train_accuracy,mean_val_macro_f1,mean_val_accuracy,mean_val_loss,classification_loss,domain_loss,domain_accuracy,mean_grl_strength,last_grl_strength,mean_alignment_ramp,mean_gradient_norm_before_clip,photo_accuracy,photo_macro_f1,photo_loss,art_painting_accuracy,art_painting_macro_f1,art_painting_loss,cartoon_accuracy,cartoon_macro_f1,cartoon_loss
11,3.6856715455968327,0.9647163120567376,0.920101335847495,0.917255083675283,1.6909990315739682,0.5995477643188148,3.0861237804940407,0.738209219858156,0.09894528933769867,0.09918519570693635,1.0,883.7257802111037,0.9580838323353293,0.9504466554308093,0.6656371306873368,0.8853658536585366,0.8916658327614015,1.9462189511554997,0.908315565031983,0.9181915193502742,2.4611410128790685
12,6.366016424970424,0.9714539007092199,0.907225009077736,0.9115008632690415,1.6986126716112515,0.3992434331330234,5.966772996111119,0.5514184397163121,0.09935899604608031,0.09950505527006566,1.0,907.8793038226188,0.9520958083832335,0.9446194257011538,0.8053230247543958,0.8804878048780488,0.8790927941083713,1.65066315255514,0.9019189765458422,0.8979628074236832,2.639851837524219
13,13.866993120883373,0.9602836879432625,0.9234011357355275,0.924718040127556,1.5045336739380346,0.6814860918275095,13.185507031704518,0.44601063829787235,0.09961075172617712,0.09969954017351312,1.0,1476.6569229450631,0.9670658682634731,0.9610626818270855,0.494041601696208,0.8902439024390244,0.8860519145738286,1.8292207485292016,0.9168443496801706,0.9230888108056685,2.1903386715886946
14,14.28951367723181,0.9569148936170213,0.9138134444491199,0.9125815870469265,2.257949542349185,0.8524847010828734,13.43702901069154,0.4868794326241135,0.09976374941677127,0.09981767350090238,1.0,1934.3210446621508,0.9580838323353293,0.950431557942663,1.0707139399315337,0.875609756097561,0.8817125361586111,2.508114625549898,0.9040511727078892,0.9092962392460856,3.1950200615661233
15,94.96338927898002,0.9195035460992907,0.8378976459963092,0.8419347170758074,10.816628590034455,3.8535200513656163,91.10986920620533,0.42597517730496454,0.09985665400760527,0.09988938547075299,1.0,5452.746056869182,0.9161676646706587,0.900433856818289,4.79837258954248,0.8121951219512196,0.8075293379346721,9.859131324581984,0.7974413646055437,0.8057297432359665,17.792381855978896
16,163.8210989769469,0.875886524822695,0.7846658932520477,0.8028432084813679,21.478158554978506,8.979576736051465,154.84152260638297,0.45478723404255317,0.09991304047539541,0.09993290143089967,1.0,10980.753506274934,0.9131736526946108,0.8914014539661125,6.540755380413489,0.751219512195122,0.7429741910938664,19.381861244759907,0.744136460554371,0.7196220346961641,38.51185903976213
17,149.222441182238,0.87322695035461,0.8435771707564448,0.8386729894519558,14.219302295200798,9.436806945066772,139.78563438577854,0.4460992907801418,0.09994725278144648,0.0999593016174951,1.0,12098.398699301863,0.9011976047904192,0.8956023483500022,6.41555630803822,0.8195121951219512,0.8263332439562268,11.983698030797447,0.7953091684434968,0.8087959199631054,24.258652546766726
18,185.07700737486493,0.874822695035461,0.8543274896936913,0.8620984356109664,10.686873214232667,10.138173284309946,174.93883355323305,0.412677304964539,0.09996800720937411,0.09997531583294171,1.0,14874.727175448803,0.907185628742515,0.8943483995761505,4.75857567929936,0.8390243902439024,0.8277988525901884,10.30552524473609,0.8400852878464818,0.840835216914735,16.996518718662546
19,83.25743819297628,0.8971631205673759,0.8481771130268908,0.8653843802332409,7.588156761797698,6.744769988670457,76.51266818959662,0.5110815602836879,0.09998059620940654,0.09998502916172054,1.0,10115.402730219415,0.9011976047904192,0.8806595338971815,4.249896620561977,0.8463414634146341,0.8347879920958831,6.275504098287443,0.8486140724946695,0.829083813087608,12.239069566543677
20,5.664148083138973,0.9579787234042553,0.9112010372678508,0.9105367713789748,1.3775695448506067,0.8377172533101296,4.826430815838753,0.7907801418439716,0.0999882317996738,0.09999092042625952,1.0,1603.1293440798495,0.9431137724550899,0.9359330364200521,0.7802269569103896,0.8780487804878049,0.8809586094103496,1.4761896319505645,0.9104477611940298,0.9167114659731512,1.8762920456908658
